prompt_id,layer,qwen_score
17,7,0.09700584411621092
17,8,0.00891183316707611
17,9,-0.00048008561134337127
17,10,0.002448827028274536
17,11,0.0005614832043647766
17,12,0.017200231552124023
17,13,0.008850693702697738
17,14,0.0017942041158676147
17,15,0.002689450979232788
17,16,0.00010213255882263182
17,17,0.006444022059440613
17,18,0.5104522705078125
17,19,0.2118675708770752
17,20,-0.0013815313577651978
17,21,0.026437565684318542
17,22,-0.0001382827758789
17,23,-0.0001382827758789
17,24,-0.00013801455497741073
17,25,0.0
17,26,0.0
17,27,0.0
18,1,0.0013183653354644775
18,2,0.36414647102355957
18,3,0.10203197598457335
18,4,0.009528398513793924
18,5,0.0017292797565460205
18,6,0.03554189205169678
18,7,0.22883033752441406
18,8,0.0190918743610382
18,9,0.0010139048099517822
18,10,0.017981529235839826
18,11,0.0017847120761871338
18,12,0.018669039011001587
18,13,0.016769409179687486
18,14,0.0020324885845184187
18,15,0.0060028135776519775
18,16,-0.0009906589984893673
18,17,0.0116366446018219
18,18,0.40561676025390625
18,19,0.21064734458923337
18,20,-0.004018634557723987
18,21,0.03168904781341553
18,22,-5.7816505432116404e-05
18,23,3.665685653686524e-06
18,24,0.0
18,25,0.00040909647941589355
18,26,0.00040909647941589355
18,27,0.0
19,1,-0.00045344978570937953
19,2,0.31186389923095703
19,3,0.006455324590206146
19,4,0.003929138183593731
19,5,-0.00022147595882414522
19,6,0.028881698846817006
19,7,0.19107818603515625
19,8,0.004111461341381061
19,9,0.0012695230543613215
19,10,0.003404207527637469
19,11,0.0005885474383830805
19,12,0.015630722045898438
19,13,0.008929982781410209
19,14,0.0016825273633003205
19,15,0.005506105720996838
19,16,0.0005217418074607849
19,17,0.00753057748079298
19,18,0.34412384033203125
19,19,0.16829493641853333
19,20,-0.001963250339031207
19,21,0.0288550406694412
19,22,0.0
19,23,1.0132789611816406e-06
19,24,-0.00022214651107786836
19,25,0.0
19,26,0.00024618953466414153
19,27,0.0
20,1,0.030177712440490723
20,2,0.49921953678131104
20,3,0.0032808780670165894
20,4,0.13928529620170593
20,5,-0.008554577827453625
20,6,0.18875077366828918
20,7,0.29958295822143555
20,8,0.17774644494056702
20,9,-0.017994046211242662
20,10,0.13815376162528992
20,11,0.0005991458892822266
20,12,0.09828400611877441
20,13,0.12795281410217285
20,14,0.02999785542488098
20,15,-0.008605331182479858
20,16,-0.008957594633102417
20,17,0.10641482472419737
20,18,0.47368574142456055
20,19,0.24462556838989258
20,20,-0.10456140339374542
20,21,0.02895954251289367
20,22,-6.648898124693575e-05
20,23,-6.160140037535372e-05
20,24,0.0
20,25,2.503395080566406e-06
20,26,0.0
20,27,0.0
21,1,0.005045652389526386
21,2,0.5002152919769287
21,3,0.0034689903259277344
21,4,0.030799269676208482
21,5,-0.0037165880203247196
21,6,0.05286204814910889
21,7,0.1781214475631714
21,8,0.019366145133972154
21,9,-0.011197447776794446
21,10,0.012269258499145484
21,11,-0.003023982048034668
21,12,0.06888139247894284
21,13,0.017609715461730957
21,14,0.022752046585082994
21,15,0.02274382114410399
21,16,0.003106713294982929
21,17,0.03051245212554934
21,18,0.5486259460449219
21,19,0.2205219268798828
21,20,-0.012797713279724102
21,21,0.053613305091857896
21,22,-0.0014652013778686523
21,23,-0.00141143798828125
21,24,-0.001461029052734375
21,25,0.0
21,26,-0.00141143798828125
21,27,0.0
22,1,0.0074920654296875
22,2,0.5036544799804688
22,3,0.0018188953399658203
22,4,0.020490884780883775
22,5,0.000577449798584
22,6,0.0739595890045166
22,7,0.1852092742919922
22,8,0.031211137771606445
22,9,-0.00927615165710448
22,10,0.021401166915893537
22,11,0.005603790283203144
22,12,0.08892059326171875
22,13,0.037795305252075195
22,14,0.0392467975616455
22,15,0.041982412338256836
22,16,0.002861976623535175
22,17,0.04362463951110841
22,18,0.599884033203125
22,19,0.30267810821533203
22,20,-0.01547443866729735
22,21,0.1129913330078125
22,22,0.001483678817749036
22,23,0.001769065856933575
22,24,0.001733541488647461
22,25,0.001539945602416986
22,26,2.3603439331035938e-05
22,27,0.0
23,1,-0.0001764595508575252
23,2,0.5075130462646484
23,3,0.0012728869915008575
23,4,0.0054600238800048715
23,5,0.00043717026710510254
23,6,0.024170398712158203
23,7,0.21277999877929688
23,8,0.005718126893043518
23,9,0.000932842493057251
23,10,0.005706787109375
23,11,0.000702679157257055
23,12,0.01648661494255066
23,13,0.017275333404541
23,14,0.005183607339858997
23,15,0.009326428174972532
23,16,0.0007951557636260986
23,17,0.0055147260427474976
23,18,0.5924072265625
23,19,0.2905998229980469
23,20,-0.00138913094997406
23,21,0.04381325840950012
23,22,0.00013771653175353378
23,23,0.0
23,24,-4.488229751585664e-05
23,25,0.0
23,26,0.0
23,27,0.0
24,1,0.00031137466430665315
24,2,0.5007400512695312
24,3,0.0023970603942871094
24,4,0.0004472732543945
24,5,0.00015020370483399687
24,6,0.0009591579437255859
24,7,0.011779308319091774
24,8,-0.0001411437988281094
24,9,-0.0004854202270507531
24,10,0.0005278587341308781
24,11,0.0007423162460327336
24,12,0.004161119461059558
24,13,0.0013475418090820126
24,14,0.0005623102188110352
24,15,0.0011148452758789062
24,16,-0.00020813941955561405
24,17,0.0025372505187988186
24,18,0.11885833740234375
24,19,0.0271615982055664
24,20,-0.0007998943328857109
24,21,0.0023355484008789062
24,22,-0.0001239776611328
24,23,5.7220458984375e-06
24,24,-9.5367431640625e-06
24,25,-5.054473876951875e-05
24,26,1.0013580322265625e-05
24,27,0.0
25,1,0.08755290508270264
25,2,0.15272235870361328
25,3,0.009459456801414499
25,4,0.07599039673805236
25,5,0.027099108695983875
25,6,0.060402745008468615
25,7,0.05910311341285703
25,8,0.046079212427139284
25,9,0.04584868252277373
25,10,0.02819834351539612
25,11,0.015198999643325805
25,12,0.007569122314453125
25,13,0.03425760865211486
25,14,0.0765592813491821
25,15,0.03485260009765624
25,16,0.041778665781021115
25,17,-0.017300647497177104
25,18,0.1216614782810211
25,19,0.05763636231422424
25,20,-0.07136577963829041
25,21,0.008525294065475454
25,22,-5.53131103515625e-06
25,23,-5.617737770080566e-06
25,24,0.0115386962890625
25,25,0.011273765563964843
25,26,0.011279296875
25,27,0.0
26,1,0.0012581944465637207
26,2,0.5003954172134399
26,3,0.01636633276939392
26,4,0.03154218196868895
26,5,0.008019655942916858
26,6,0.044616132974624634
26,7,0.11306738853454587
26,8,0.02221962809562683
26,9,-0.005258947610855115
26,10,0.008848577737808228
26,11,0.0001742243766784668
26,12,0.013712257146835327
26,13,0.001361101865768439
26,14,0.004432559013366699
26,15,0.020749479532241807
26,16,0.018852442502975464
26,17,0.030742138624191298
26,18,0.07989919185638428
26,19,0.05017244815826416
26,20,-0.009587019681930523
26,21,0.014645040035247803
26,22,0.00015431642532348007
26,23,0.004853188991546625
26,24,-0.0009769499301910526
26,25,0.0014533698558807373
26,26,0.0011930167675018248
26,27,0.0
27,1,0.00958251953125
27,2,-0.3716461181640625
27,3,-0.013275146484375
27,4,0.03715782165527342
27,5,0.151025390625
27,6,-0.079364013671875
27,7,0.18808403015136718
27,8,-0.084307861328125
27,9,0.13353195190429687
27,10,-0.02265052795410158
27,11,0.15566864013671874
27,12,0.11121253967285157
27,13,0.065625
27,14,-0.07291946411132813
27,15,-0.05209426879882813
27,16,-0.025312042236328124
27,17,0.0333587646484375
27,18,0.19871368408203124
27,19,0.04213790893554688
27,20,-0.03011188507080078
27,21,0.0027339935302734203
27,22,-0.026609039306640624
27,23,0.001800537109375
27,24,0.01494140625
27,25,0.008907318115234375
27,26,-0.009738922119140625
27,27,0.0
28,1,0.008558273315429675
28,2,0.560302734375
28,3,0.0422992706298828
28,4,0.1118927001953125
28,5,-0.02111053466796875
28,6,0.225128173828125
28,7,0.140350341796875
28,8,0.0642547607421875
28,9,-0.038860321044921875
28,10,0.0289764404296875
28,11,0.09163665771484375
28,12,0.18854141235351562
28,13,0.1096973419189453
28,14,0.22371006011962893
28,15,0.11762428283691408
28,16,0.056293487548828125
28,17,0.2803077697753906
28,18,0.7333984375
28,19,0.3433380126953125
28,20,-0.07122230529785155
28,21,0.058881759643554674
28,22,0.005870819091796875
28,23,0.006610870361328125
28,24,0.006526947021484375
28,25,0.007720947265625
28,26,0.006526947021484375
28,27,0.0
29,1,0.00621461868286134
29,2,0.5025100708007812
29,3,-0.004772186279296875
29,4,0.06430494785308837
29,5,0.0014777183532714844
29,6,0.059607505798339844
29,7,0.29863643646240234
29,8,0.05486690998077394
29,9,-0.015909194946289062
29,10,0.06455981731414795
29,11,0.013434648513793945
29,12,0.059920310974121094
29,13,0.04483771324157715
29,14,0.03551316261291504
29,15,0.012749552726745599
29,16,-0.0036177635192871094
29,17,0.05110228061676027
29,18,0.3132195472717285
29,19,0.1501326560974121
29,20,-0.02865493297576902
29,21,0.025190830230712873
29,22,-0.0032458305358886593
29,23,0.0
29,24,-0.0028433799743652344
29,25,-5.245208740234375e-06
29,26,0.0
29,27,0.0
30,1,0.01049041748046875
30,2,0.293609619140625
30,3,0.006242871284484863
30,4,0.007277488708496075
30,5,0.0012704133987426632
30,6,0.02478492259979248
30,7,0.34337806701660156
30,8,0.021453738212585435
30,9,-0.008350968360900867
30,10,0.022813916206359863
30,11,0.012387394905090344
30,12,0.13519799709320068
30,13,0.05998551845550537
30,14,0.05112171173095702
30,15,0.035224080085754395
30,16,0.0011129379272460938
30,17,0.07511937618255615
30,18,0.652984619140625
30,19,0.32821083068847656
30,20,-0.010750651359558105
30,21,0.06732773780822754
30,22,-9.5367431640625e-05
30,23,0.0013866424560546875
30,24,0.000621795654296875
30,25,0.0019121170043945312
30,26,0.0013399124145507812
30,27,0.0
31,1,-0.002666950225830078
31,2,0.528717041015625
31,3,0.01863861083984375
31,4,0.04728007316589355
31,5,0.015277385711669922
31,6,0.1783599853515625
31,7,0.5959606170654297
31,8,0.10390448570251465
31,9,-0.020972728729248047
31,10,0.08707499504089355
31,11,0.012083292007446289
31,12,0.20973944664001465
31,13,0.1069493293762207
31,14,0.0859684944152832
31,15,0.05316162109375
31,16,0.0031354427337646484
31,17,0.05442023277282715
31,18,0.7352371215820312
31,19,0.4678459167480469
31,20,-0.037207841873168945
31,21,0.2802734375
31,22,-0.0067942142486572266
31,23,0.0
31,24,-0.00261688232421875
31,25,0.0
31,26,0.0
31,27,0.0
