prompt_id,layer,olmo_score
12,2,-1.200241968035698e-06
12,3,1.0439252946525812e-06
12,4,1.4105316950008275e-05
12,5,2.5468762032687664e-07
12,6,-1.1942756827920675e-06
12,7,3.869965439662337e-06
12,8,1.0847288649529219e-06
12,9,4.952307790517807e-06
12,10,4.0965096559375525e-06
12,11,1.2314965715631843e-05
12,12,-1.581560354679823e-06
12,13,-8.86240741237998e-07
12,14,-1.9500439520925283e-06
12,15,-6.813497748225928e-07
12,16,-1.084175892174244e-06
12,17,1.3767566997557878e-06
12,18,0.22963812202215195
12,19,-1.74963497556746e-06
12,20,-2.0201841834932566e-06
12,21,0.0010117674246430397
12,22,-2.1498417481780052e-06
12,23,-2.2538297343999147e-06
12,24,6.4752239268273115e-06
12,25,4.0550949051966826e-05
12,26,-1.6998965293169022e-06
12,27,2.145621692761779e-06
12,28,-1.1609517969191074e-07
12,29,-3.6088749766349792e-09
12,30,-3.725290298461914e-09
12,31,0.0
13,1,4.729372449219227e-09
13,2,-1.2456439435482027e-08
13,3,-6.4319465309381485e-09
13,4,4.049798008054495e-08
13,5,-1.4566467143595219e-08
13,6,-4.496541805565357e-09
13,7,-7.799826562404633e-09
13,8,1.8917489796876907e-08
13,9,3.6030542105436325e-08
13,10,-1.1030351743102075e-08
13,11,6.119080353528263e-08
13,12,-2.3777829483151442e-08
13,13,-2.077285898849368e-08
13,14,-3.325112629681826e-08
13,15,-1.2048985809087753e-08
13,16,2.4156179279088966e-09
13,17,1.2660166248679161e-08
13,18,3.6222743801763216e-05
13,19,-2.7575879357755184e-08
13,20,-2.1085725165903568e-08
13,21,3.870518412441015e-07
13,22,-2.031447365880013e-08
13,23,-4.67553036287427e-08
13,24,6.252957973629236e-08
13,25,1.7299316823482513e-07
13,26,-1.3707904145121576e-08
13,27,8.96397978067398e-09
13,28,4.089088179171085e-09
13,29,-4.729372449219228e-09
13,30,-7.275957614183426e-10
13,31,0.0
14,1,5.719717592000961e-06
14,2,-4.070025170221925e-06
14,3,-7.109192665666342e-06
14,4,0.0001487201952841133
14,5,-4.1228486225008965e-06
14,6,-7.539842044934631e-06
14,7,5.7902943808585405e-06
14,8,0.0001718806743156165
14,9,-3.3556425478309393e-06
14,10,3.840646240860067e-05
14,11,0.00016055451123975217
14,12,-1.259522105101496e-05
14,13,-3.3131218515336514e-06
14,14,-1.3091921573504806e-05
14,15,-7.080408977344632e-06
14,16,-1.2666539987549186e-05
14,17,1.1842639651149511e-06
14,18,0.2521377485245466
14,19,-1.3713870430365205e-05
14,20,-1.4551857020705938e-05
14,21,0.0003585832891985649
14,22,-1.5162659110501409e-05
14,23,-1.5167257515713573e-05
14,24,3.8274069083854556e-05
14,25,0.00029394379816948115
14,26,-1.3701821444556117e-05
14,27,-7.716880645602942e-07
14,28,-2.562999725341797e-06
14,29,-8.942151907831429e-07
14,30,-8.947099559009074e-07
14,31,0.0
15,1,3.233435563743115e-08
15,2,1.9965227693319324e-08
15,3,-1.9790604710578943e-09
15,4,1.8801074475049973e-08
15,5,3.47441527992487e-07
15,6,-3.3382093533873565e-08
15,7,5.7945726439356804e-08
15,8,5.142937880009414e-07
15,9,3.1141098588705088e-09
15,10,1.5372643247246742e-07
15,11,1.5985569916665554e-06
15,12,-8.483766578137875e-08
15,13,-2.7968781068921096e-08
15,14,-5.1833922043442726e-08
15,15,-5.602487362921238e-08
15,16,-4.5722117647528655e-08
15,17,9.391806088387966e-08
15,18,0.015021707862615566
15,19,-5.829497240483761e-08
15,20,-1.178268576040864e-07
15,21,1.0465155355632305e-06
15,22,-1.4150282368063927e-07
15,23,-1.395528670400381e-07
15,24,2.744200173765421e-07
15,25,3.178720362484455e-07
15,26,-9.906943887472154e-08
15,27,8.038477972149849e-08
15,28,1.2223608791828156e-09
15,29,1.5425030142068863e-09
15,30,0.0
15,31,0.0
16,1,2.4680048227310184e-08
16,2,-1.8299033399671316e-08
16,3,-1.2201780918985605e-08
16,4,1.737935235723853e-07
16,5,-1.991429599002004e-08
16,6,-2.6826455723494295e-08
16,7,2.26260453928262e-07
16,8,2.2936001187190413e-07
16,9,1.5090336091816425e-08
16,10,1.2086820788681507e-07
16,11,3.64263541996479e-07
16,12,-6.283516995608807e-08
16,13,-7.399648893624546e-09
16,14,-7.495691534131765e-08
16,15,-3.752211341634393e-08
16,16,-5.5275449994951487e-08
16,17,7.036578608676793e-08
16,18,0.016775409691035734
16,19,-6.717891665175558e-08
16,20,-7.850394467823207e-08
16,21,1.4570774510502815e-05
16,22,-9.127688826993108e-08
16,23,-9.281211532652378e-08
16,24,8.330243872478604e-08
16,25,1.0724179446697235e-06
16,26,-6.288610165938735e-08
16,27,1.6952981241047384e-09
16,28,5.631591193377972e-09
16,29,5.318725015968084e-09
16,30,-3.4924596548080444e-10
16,31,0.0
17,1,3.9810402086004615e-08
17,2,-2.7357600629329685e-08
17,3,-1.4486431609839201e-08
17,4,5.575275281444192e-07
17,5,-5.486072041094303e-09
17,6,-3.9508449845016e-09
17,7,3.383320290595294e-08
17,8,7.724520401097834e-08
17,9,1.0047369869425894e-07
17,10,1.5034311218187213e-07
17,11,3.523491614032537e-07
17,12,-3.4033291740342975e-08
17,13,2.707383828237653e-08
17,14,-4.4597982196137316e-08
17,15,-8.09086486697197e-09
17,16,-2.5844201445579532e-08
17,17,2.2071617422625422e-08
17,18,0.023486785823479274
17,19,-4.005050868727267e-08
17,20,-4.916000762023032e-08
17,21,9.582872735336423e-07
17,22,-5.556285032071173e-08
17,23,-5.855326890014112e-08
17,24,3.978493623435497e-08
17,25,2.614688128232956e-07
17,26,-3.985041985288263e-08
17,27,2.204615157097578e-08
17,28,2.8230715543031693e-09
17,29,-3.637978807091713e-10
17,30,0.0
17,31,0.0
18,1,2.291527925990522e-05
18,2,-8.472125045955181e-06
18,3,5.351437721401453e-06
18,4,0.00018427520990371704
18,5,-1.4122342690825462e-05
18,6,1.7059501260519028e-06
18,7,5.7855271734297276e-05
18,8,5.1725772209446754e-05
18,9,7.262569852173328e-06
18,10,0.00010536113404667618
18,11,0.00016306497855111957
18,12,-1.3871060218662024e-05
18,13,-6.48896093480289e-06
18,14,-1.3041310012340546e-05
18,15,4.3361796997487545e-06
18,16,-1.054431777447462e-05
18,17,1.4484627172350885e-05
18,18,0.275085873901844
18,19,-1.1245501809753478e-05
18,20,-1.516586053185165e-05
18,21,0.003089964622631669
18,22,-1.6780119040049613e-05
18,23,-1.679697015788406e-05
18,24,1.4492543414235117e-05
18,25,0.00010732718510551991
18,26,-1.4231540262699127e-05
18,27,2.3248372599482536e-05
18,28,2.3174216039478783e-06
18,29,2.264976501464844e-06
18,30,5.21540641784668e-08
18,31,0.0
19,1,1.4461693353950977e-06
19,2,-5.359179340302945e-07
19,3,2.1612504497170448e-07
19,4,2.139247953891754e-06
19,5,-3.1944364309310913e-07
19,6,-3.543682396411896e-07
19,7,4.159519448876381e-07
19,8,5.433103069663048e-07
19,9,1.801876351237297e-06
19,10,2.0427978597581387e-06
19,11,5.969952326267958e-06
19,12,-7.784110493957996e-07
19,13,-2.868473529815674e-07
19,14,-9.832438081502914e-07
19,15,-3.796885721385479e-07
19,16,-2.67871655523777e-07
19,17,4.1350722312927246e-07
19,18,0.02377073466777801
19,19,-8.179922588169575e-07
19,20,-1.021981006488204e-06
19,21,1.8438324332237244e-05
19,22,-1.2284726835787296e-06
19,23,-1.2484088074415922e-06
19,24,1.1378433555364609e-06
19,25,3.942754119634628e-06
19,26,-9.43720806390047e-07
19,27,7.14440830051899e-07
19,28,-6.583286449313164e-08
19,29,1.5011755749583244e-07
19,30,6.7870132625103e-08
19,31,0.0
20,1,-2.7290661819279194e-07
20,2,-3.3574178814887995e-07
20,3,-1.3664248399436474e-07
20,4,7.508671842515469e-06
20,5,3.620516508817674e-08
20,6,6.208603736013174e-06
20,7,-3.791647031903267e-07
20,8,8.861534297466278e-07
20,9,-4.176981747150421e-07
20,10,-3.83937731385231e-07
20,11,3.7640566006302838e-06
20,12,-3.6478741094470024e-07
20,13,1.9525759853422642e-07
20,14,-2.2721360437572002e-07
20,15,-2.310844138264656e-07
20,16,-2.819579094648361e-07
20,17,3.457535058259964e-07
20,18,0.0694012944586575
20,19,-3.288732841610909e-07
20,20,-5.000620149075985e-07
20,21,0.00013139517977831872
20,22,-5.990732461214066e-07
20,23,-6.312038749456406e-07
20,24,6.329501047730445e-07
20,25,5.546840839087963e-06
20,26,-4.543107934296131e-07
20,27,-7.39819370210171e-08
20,28,-4.2433384805917746e-08
20,29,5.675246939063072e-09
20,30,-9.313225746154785e-10
20,31,0.0
21,1,-1.6065314412117004e-08
21,2,-1.0775984264910221e-06
21,3,-3.8335565477609634e-07
21,4,2.2101448848843575e-06
21,5,-4.931353032588958e-07
21,6,9.19681042432785e-09
21,7,1.5159603208303452e-06
21,8,1.0177958756685257e-05
21,9,-6.029149517416955e-07
21,10,2.8662616387009625e-06
21,11,1.6924284864217043e-05
21,12,-1.3080425560474396e-06
21,13,-5.596666596829892e-07
21,14,-1.411943230777979e-06
21,15,-1.0065268725156784e-06
21,16,-1.2335367500782013e-06
21,17,-6.851041689515114e-07
21,18,0.0028373673558235108
21,19,-1.0738731361925602e-06
21,20,-1.5853438526391983e-06
21,21,7.805880159139633e-06
21,22,-1.8062419258058071e-06
21,23,-1.8575810827314854e-06
21,24,2.680928446352482e-06
21,25,1.2177973985671997e-05
21,26,-1.367239747196436e-06
21,27,7.438939064741135e-08
21,28,-9.313225746154785e-10
21,29,4.190951585769653e-09
21,30,0.0
21,31,0.0
22,1,-4.489673301577568e-06
22,2,-2.6695430278759326e-05
22,3,4.316866397857666e-05
22,4,5.283439531922184e-05
22,5,-2.5793444365262985e-05
22,6,-3.763008862733841e-06
22,7,-2.70758755505085e-05
22,8,0.000294995959848153
22,9,-2.6127789169534316e-05
22,10,0.0004547256976366043
22,11,0.00017452379688618692
22,12,-2.9972987249473287e-05
22,13,-1.83724332600832e-05
22,14,-1.23586505651474e-05
22,15,-1.269439235329628e-05
22,16,-2.8078909963366246e-05
22,17,2.730637788772583e-06
22,18,0.37904930114746094
22,19,-2.7338974177813153e-05
22,20,-3.290129825472207e-05
22,21,0.0013526678085327148
22,22,-3.717583604156502e-05
22,23,-3.72198410332156e-05
22,24,9.845709428189935e-05
22,25,0.0006119422614574432
22,26,-3.165099769828282e-05
22,27,4.6422239392972395e-05
22,28,2.3748725652694702e-08
22,29,-1.6838312149047852e-06
22,30,-9.778887033462524e-08
22,31,0.0
23,1,3.266031853854656e-07
23,2,-1.043081283569336e-07
23,3,1.5873229131102562e-07
23,4,4.035828169435263e-06
23,5,-1.3579847291111946e-07
23,6,2.5203917175531384e-08
23,7,7.730559445917606e-07
23,8,5.582114681601524e-07
23,9,9.033828973770143e-08
23,10,1.6897683963179588e-07
23,11,7.074442692101001e-06
23,12,-3.0134106054902077e-07
23,13,-1.46887032315135e-07
23,14,-3.1696981750428677e-07
23,15,-1.994776539504528e-07
23,16,-1.2351665645837784e-07
23,17,-4.598405212163925e-09
23,18,0.06701574241742492
23,19,-2.3166649043560028e-07
23,20,-3.430759534239769e-07
23,21,1.082464586943388e-05
23,22,-4.0323357097804546e-07
23,23,-4.128378350287676e-07
23,24,2.0331935957074165e-07
23,25,1.535983756184578e-06
23,26,-2.6694033294916153e-07
23,27,6.862683221697809e-08
23,28,7.275957614183426e-09
23,29,-2.025626599788666e-08
23,30,-2.048909664154053e-08
23,31,0.0
24,1,0.0002527236938476625
24,2,-2.8610229492375e-06
24,3,-0.0001659393310547
24,4,-0.0004415512084961
24,5,-0.0005674362182616812
24,6,-4.33921813964625e-05
24,7,-0.00071358680725095
24,8,0.0013625621795654171
24,9,0.00072956085205075
24,10,0.0007224082946777156
24,11,0.00153827667236325
24,12,-0.00011086463928221718
24,13,-0.0002272129058837828
24,14,-0.00041484832763671875
24,15,-0.00016021728515625623
24,16,-4.673004150392187e-05
24,17,3.4809112548828125e-05
24,18,0.017032623291015625
24,19,-0.0006713867187499751
24,20,-0.00044918060302732185
24,21,0.004421234130859375
24,22,-0.000835418701171825
24,23,-0.00080728530883785
24,24,4.875659942626953e-05
24,25,0.00088119506835935
24,26,-0.0001180171966552625
24,27,0.00011968612670898124
24,28,6.437301635741874e-05
24,29,3.62396240234375e-05
24,30,2.11000442504875e-05
24,31,0.0
25,1,0.0027075782418251038
25,2,0.0035793334245681763
25,3,0.0020178332924842834
25,4,0.01481439545750616
25,5,-0.0011754613369703293
25,6,0.0013930872082710266
25,7,-0.0015284074470400684
25,8,0.008328111842274683
25,9,-0.0010718889534473371
25,10,0.0035016406327486056
25,11,0.016292689368128777
25,12,-0.0013486053794622421
25,13,0.00043773092329502106
25,14,-0.0003787521272897595
25,15,-0.0009025242179632265
25,16,-0.0011624805629253192
25,17,0.0033348426222801035
25,18,0.2737786993384361
25,19,-0.001478312537074089
25,20,-0.0011335574090480804
25,21,0.011493794620037079
25,22,-0.0015737088397145193
25,23,-0.0015914831310510635
25,24,0.005484621971845627
25,25,0.005425531417131424
25,26,-0.0015130788087844701
25,27,0.0008728541433811188
25,28,-0.00018743611872195571
25,29,-5.246885120868526e-05
25,30,7.446855306625366e-06
25,31,0.0
26,1,2.384185791015625e-06
26,2,1.1682510375967184e-05
26,3,3.8146972656000024e-06
26,4,0.00027000904083250706
26,5,-2.241134643553125e-05
26,6,1.2874603271484375e-05
26,7,0.00023579597473142344
26,8,0.00023055076599120156
26,9,0.00010848045349119844
26,10,6.854534149168672e-05
26,11,0.00014925003051756875
26,12,-5.9843063354479685e-05
26,13,1.0967254638671875e-05
26,14,-1.1205673217754688e-05
26,15,4.8398971557604685e-05
26,16,1.0967254638671875e-05
26,17,-1.1682510375976562e-05
26,18,0.0007691383361816
26,19,-0.00011181831359862032
26,20,-0.00012135505676269531
26,21,0.00026631355285642656
26,22,-6.4849853515625e-05
26,23,-0.00016498565673825
26,24,1.9073486328125e-05
26,25,-4.76837158203125e-07
26,26,3.075599670409844e-05
26,27,2.2411346435546875e-05
26,28,5.8650970458984375e-05
26,29,-3.7431716918939065e-05
26,30,-7.152557373046875e-07
26,31,0.0
27,1,1.043081283569336e-06
27,2,3.30805778503418e-06
27,3,6.258487701416015e-07
27,4,5.930662155151367e-06
27,5,2.0265579223632812e-06
27,6,1.1235475540161133e-05
27,7,4.082918167114258e-06
27,8,5.692243576049805e-06
27,9,1.4007091522216797e-06
27,10,-7.748603820800781e-07
27,11,1.0728836059570312e-06
27,12,-8.940696716308594e-07
27,13,1.2218952178955078e-06
27,14,-1.043081283569336e-06
27,15,1.7881393432617188e-07
27,16,-5.960464477539062e-07
27,17,-1.3113021850585938e-06
27,18,-8.642673492431641e-07
27,19,-2.86102294921875e-06
27,20,-9.5367431640625e-07
27,21,2.682209014892578e-07
27,22,1.0728836059570312e-06
27,23,-1.3709068298339844e-06
27,24,4.172325134277344e-07
27,25,2.9802322387695312e-08
27,26,7.450580596923828e-07
27,27,-2.9802322387695312e-08
27,28,-1.4901161193847656e-07
27,29,2.9802322387695312e-08
27,30,5.960464477539063e-08
27,31,0.0
28,1,5.870519089512527e-06
28,2,-8.668488590046763e-06
28,3,-1.7575803212821484e-07
28,4,5.573651287703456e-05
28,5,-9.36014112085104e-06
28,6,-1.1200987501069903e-05
28,7,-7.77124660089612e-06
28,8,2.7037807740253124e-05
28,9,8.014030754566193e-07
28,10,2.1745217964053154e-06
28,11,0.00010181026300414772
28,12,-1.3035110896453263e-05
28,13,-4.886533133685589e-08
28,14,-1.204170985147357e-05
28,15,-5.676207365468144e-06
28,16,-1.2800417607650162e-05
28,17,3.40963015332818e-06
28,18,0.24435587972402573
28,19,-6.177389877848326e-06
28,20,-1.288871862925589e-05
28,21,0.00023051910102365525
28,22,-1.4929086319170892e-05
28,23,-1.4849967556074262e-05
28,24,8.084182627497228e-05
28,25,0.00016448460519313812
28,26,-1.3739860150963068e-05
28,27,3.811437636613846e-07
28,28,5.587935447692872e-08
28,29,-4.94765117764473e-10
28,30,0.0
28,31,0.0
29,1,-9.409850463271141e-07
29,2,3.0442606657743454e-06
29,3,5.53973950445652e-06
29,4,1.725554466247559e-05
29,5,7.592607289552689e-06
29,6,1.2104865163564682e-06
29,7,-2.021901309490204e-06
29,8,-2.2049061954021454e-07
29,9,-1.4880206435918808e-06
29,10,-9.449431672692299e-07
29,11,9.134458377956095e-05
29,12,-1.3587996363639832e-06
29,13,-1.2848759070038795e-06
29,14,-5.168840289115906e-08
29,15,-2.3492611944675446e-07
29,16,-9.48552042245865e-07
29,17,4.99701127409935e-06
29,18,0.0064845224842429005
29,19,-6.186310201883316e-07
29,20,-1.0790536180138588e-06
29,21,6.318790838122369e-06
29,22,-1.9846484065055847e-06
29,23,-2.368469722568989e-06
29,24,1.2121163308620453e-06
29,25,2.641463652253151e-06
29,26,-1.477194018661976e-06
29,27,-3.725290298461914e-08
29,28,1.832377165555954e-07
29,29,4.097819328308106e-08
29,30,1.3969838619232178e-09
29,31,0.0
30,1,-0.016470074653625474
30,2,0.0173323154449463
30,3,0.00333404541015625
30,4,-0.04225921630859375
30,5,-0.015399932861328125
30,6,-0.030864715576171875
30,7,-0.0104522705078125
30,8,0.05561065673828125
30,9,-0.017024993896484375
30,10,-0.026340484619140625
30,11,0.040555477142334
30,12,-0.00884246826171875
