prompt_id,cohort,layer,qwen_score
1,rheumatoid_arthritis,11,-6.67572021484375e-06
1,rheumatoid_arthritis,12,5.054473876953125e-05
1,rheumatoid_arthritis,13,0.0002031326293945
1,rheumatoid_arthritis,14,7.62939453125e-06
1,rheumatoid_arthritis,15,7.62939453125e-06
1,rheumatoid_arthritis,16,1.6689300537109375e-05
1,rheumatoid_arthritis,17,-1.2874603271484377e-05
1,rheumatoid_arthritis,18,0.006622314453125
1,rheumatoid_arthritis,19,0.0006523132324218
1,rheumatoid_arthritis,20,-4.911422729492188e-05
1,rheumatoid_arthritis,21,8.20159912109375e-05
1,rheumatoid_arthritis,22,-6.67572021484375e-06
1,rheumatoid_arthritis,23,7.62939453125e-06
1,rheumatoid_arthritis,24,0.0
1,rheumatoid_arthritis,25,0.0
1,rheumatoid_arthritis,26,7.62939453125e-06
1,rheumatoid_arthritis,27,0.0
1,sarcoidosis,1,-0.005645751953125
1,sarcoidosis,2,0.11474609375
1,sarcoidosis,3,-0.00396728515625
1,sarcoidosis,4,0.005096435546875
1,sarcoidosis,5,0.008056640625
1,sarcoidosis,6,0.05859375
1,sarcoidosis,7,0.05859375
1,sarcoidosis,8,0.05859375
1,sarcoidosis,9,-0.01055908203125
1,sarcoidosis,10,0.01141357421875
1,sarcoidosis,11,-0.00958251953125
1,sarcoidosis,12,0.01153564453125
1,sarcoidosis,13,0.0245361328125
1,sarcoidosis,14,0.005096435546875
1,sarcoidosis,15,-0.002105712890625
1,sarcoidosis,16,-0.002105712890625
1,sarcoidosis,17,0.008056640625
1,sarcoidosis,18,0.515625
1,sarcoidosis,19,0.1494140625
1,sarcoidosis,20,-0.016845703125
1,sarcoidosis,21,0.0299072265625
1,sarcoidosis,22,-0.002105712890625
1,sarcoidosis,23,-0.002105712890625
1,sarcoidosis,24,0.0
1,sarcoidosis,25,-0.002105712890625
1,sarcoidosis,26,0.0
1,sarcoidosis,27,0.0
2,asthma,1,0.03564453125
2,asthma,2,0.9921875
2,asthma,3,-0.08349609375
2,asthma,4,0.0859375
2,asthma,5,0.044189453125
2,asthma,6,0.1796875
2,asthma,7,-0.006134033203125
2,asthma,8,-0.034423828125
2,asthma,9,-0.1005859375
2,asthma,10,-0.08837890625
2,asthma,11,-0.0245361328125
2,asthma,12,0.05517578125
2,asthma,13,-0.00860595703125
2,asthma,14,-0.03076171875
2,asthma,15,0.0281982421875
2,asthma,16,0.03076171875
2,asthma,17,0.0859375
2,asthma,18,0.322265625
2,asthma,19,0.1962890625
2,asthma,20,-0.1025390625
2,asthma,21,0.0810546875
2,asthma,22,-0.0024566650390625
2,asthma,23,0.0172119140625
2,asthma,24,-0.00982666015625
2,asthma,25,0.0024566650390625
2,asthma,26,0.0012283325195312
2,asthma,27,0.0
2,depression,1,-0.0015106201171875
2,depression,2,0.0087890625
2,depression,3,0.005035400390625
2,depression,4,-0.0013809204101562
2,depression,5,-0.00439453125
2,depression,6,0.0015106201171875
2,depression,7,0.0218505859375
2,depression,8,0.02490234375
2,depression,9,-0.0035247802734375
2,depression,10,0.0223388671875
2,depression,11,-0.003265380859375
2,depression,12,0.01055908203125
2,depression,13,0.0120849609375
2,depression,14,0.00628662109375
2,depression,15,0.007537841796875
2,depression,16,-0.005645751953125
2,depression,17,0.0223388671875
2,depression,18,0.1708984375
2,depression,19,0.078125
2,depression,20,-0.019287109375
2,depression,21,0.033447265625
2,depression,22,-0.0001258850097656
2,depression,23,0.0
2,depression,24,0.0
2,depression,25,0.0
2,depression,26,0.0
2,depression,27,0.0
2,multiple_sclerosis,1,0.0
2,multiple_sclerosis,2,0.0009918212890625
2,multiple_sclerosis,3,0.0010528564453125
2,multiple_sclerosis,4,0.0016632080078125
2,multiple_sclerosis,5,0.0003204345703125
2,multiple_sclerosis,6,0.002044677734375
2,multiple_sclerosis,7,0.00299072265625
2,multiple_sclerosis,8,0.0011749267578125
2,multiple_sclerosis,9,0.000213623046875
2,multiple_sclerosis,10,-6.866455078125e-05
2,multiple_sclerosis,11,-0.0005111694335937
2,multiple_sclerosis,12,0.000274658203125
2,multiple_sclerosis,13,0.001678466796875
2,multiple_sclerosis,14,-0.0001373291015625
2,multiple_sclerosis,15,0.0004119873046875
2,multiple_sclerosis,16,-0.0002593994140625
2,multiple_sclerosis,17,-0.0008773803710937
2,multiple_sclerosis,18,0.00457763671875
2,multiple_sclerosis,19,0.0025634765625
2,multiple_sclerosis,20,-0.0007896423339843
2,multiple_sclerosis,21,0.001800537109375
2,multiple_sclerosis,22,6.103515625e-05
2,multiple_sclerosis,23,-7.62939453125e-06
2,multiple_sclerosis,24,0.0
2,multiple_sclerosis,25,6.103515625e-05
2,multiple_sclerosis,26,-7.62939453125e-06
2,multiple_sclerosis,27,0.0
2,rheumatoid_arthritis,1,-0.0001087188720703
2,rheumatoid_arthritis,2,0.0001411437988281
2,rheumatoid_arthritis,3,3.0517578125e-05
2,rheumatoid_arthritis,4,0.0003166198730468
2,rheumatoid_arthritis,5,-0.0001029968261718
2,rheumatoid_arthritis,6,0.0001754760742187
2,rheumatoid_arthritis,7,0.0003776550292968
2,rheumatoid_arthritis,8,8.0108642578125e-05
2,rheumatoid_arthritis,9,-7.62939453125e-06
2,rheumatoid_arthritis,10,7.62939453125e-05
2,rheumatoid_arthritis,11,-0.0001583099365234
2,rheumatoid_arthritis,12,3.4332275390625e-05
2,rheumatoid_arthritis,13,0.0002708435058593
2,rheumatoid_arthritis,14,3.4332275390625e-05
2,rheumatoid_arthritis,15,-0.0001087188720703
2,rheumatoid_arthritis,16,0.0
2,rheumatoid_arthritis,17,-7.62939453125e-06
2,rheumatoid_arthritis,18,0.001495361328125
2,rheumatoid_arthritis,19,0.0005226135253906
2,rheumatoid_arthritis,20,-0.0001964569091796
2,rheumatoid_arthritis,21,6.103515625e-05
2,rheumatoid_arthritis,22,-6.103515625e-05
2,rheumatoid_arthritis,23,0.0
2,rheumatoid_arthritis,24,0.0
2,rheumatoid_arthritis,25,0.0
2,rheumatoid_arthritis,26,0.0
2,rheumatoid_arthritis,27,0.0
2,sarcoidosis,1,0.0012130737304687
2,sarcoidosis,2,0.0
2,sarcoidosis,3,-0.0015792846679687
2,sarcoidosis,4,0.0001993179321289
2,sarcoidosis,5,0.0003070831298828
2,sarcoidosis,6,0.0019454956054687
2,sarcoidosis,7,0.0008430480957031
2,sarcoidosis,8,0.0013351440429687
2,sarcoidosis,9,-0.0011138916015625
2,sarcoidosis,10,-0.0008125305175781
2,sarcoidosis,11,-0.0006446838378906
2,sarcoidosis,12,-0.0005989074707031
2,sarcoidosis,13,-0.0001840591430664
2,sarcoidosis,14,-0.0011367797851562
2,sarcoidosis,15,0.000274658203125
2,sarcoidosis,16,0.0
2,sarcoidosis,17,0.0005683898925781
2,sarcoidosis,18,0.0017623901367187
2,sarcoidosis,19,0.0006599426269531
2,sarcoidosis,20,-0.0007362365722656
2,sarcoidosis,21,0.0005683898925781
2,sarcoidosis,22,0.0003528594970703
2,sarcoidosis,23,0.0
2,sarcoidosis,24,0.0
2,sarcoidosis,25,0.0
2,sarcoidosis,26,0.0
2,sarcoidosis,27,0.0
3,asthma,1,0.1171875
3,asthma,2,1.0
3,asthma,3,-0.0005378723144531
3,asthma,4,0.248046875
3,asthma,5,-0.046142578125
3,asthma,6,0.64453125
3,asthma,7,0.87890625
3,asthma,8,0.244140625
3,asthma,9,0.01239013671875
3,asthma,10,0.09423828125
3,asthma,11,0.057861328125
3,asthma,12,0.73046875
3,asthma,13,0.34375
3,asthma,14,0.41015625
3,asthma,15,0.0966796875
3,asthma,16,0.0
3,asthma,17,0.515625
3,asthma,18,1.0
3,asthma,19,0.953125
3,asthma,20,-0.1044921875
3,asthma,21,0.34375
3,asthma,22,-0.0113525390625
3,asthma,23,0.0
3,asthma,24,0.0
3,asthma,25,0.0
3,asthma,26,0.0
3,asthma,27,0.0
3,depression,1,0.0008468627929687
3,depression,2,0.6640625
3,depression,3,-0.0004119873046875
3,depression,4,-0.0008926391601562
3,depression,5,0.0011520385742187
3,depression,6,0.0096435546875
3,depression,7,0.1455078125
3,depression,8,0.003265380859375
3,depression,9,-0.0006141662597656
3,depression,10,0.02783203125
3,depression,11,-0.000152587890625
3,depression,12,0.031494140625
3,depression,13,0.00457763671875
3,depression,14,0.003875732421875
3,depression,15,-0.0004081726074218
3,depression,16,-0.0008316040039062
3,depression,17,0.0003814697265625
3,depression,18,0.8125
3,depression,19,0.1630859375
3,depression,20,-0.0012893676757812
3,depression,21,0.00958251953125
3,depression,22,0.0
3,depression,23,0.0001754760742187
3,depression,24,0.0
3,depression,25,0.0
3,depression,26,0.0
3,depression,27,0.0
3,multiple_sclerosis,1,-2.3365020751953125e-05
3,multiple_sclerosis,2,0.00030517578125
3,multiple_sclerosis,3,0.0419921875
3,multiple_sclerosis,4,0.0003547668457031
3,multiple_sclerosis,5,4.8160552978515625e-05
3,multiple_sclerosis,6,0.0096435546875
3,multiple_sclerosis,7,0.466796875
3,multiple_sclerosis,8,0.0001544952392578
3,multiple_sclerosis,9,-9.059906005859377e-06
3,multiple_sclerosis,10,0.0008354187011718
3,multiple_sclerosis,11,1.0013580322265623e-05
3,multiple_sclerosis,12,0.0001044273376464
3,multiple_sclerosis,13,0.0023956298828125
3,multiple_sclerosis,14,8.344650268554688e-05
3,multiple_sclerosis,15,3.3855438232421875e-05
3,multiple_sclerosis,16,-1.6689300537109375e-05
3,multiple_sclerosis,17,-5.5789947509765625e-05
3,multiple_sclerosis,18,0.1474609375
3,multiple_sclerosis,19,0.005157470703125
3,multiple_sclerosis,20,-7.009506225585938e-05
3,multiple_sclerosis,21,0.0007286071777343
3,multiple_sclerosis,22,1.0013580322265623e-05
3,multiple_sclerosis,23,1.0013580322265623e-05
3,multiple_sclerosis,24,1.0013580322265623e-05
3,multiple_sclerosis,25,1.0013580322265623e-05
3,multiple_sclerosis,26,0.0
3,multiple_sclerosis,27,0.0
3,rheumatoid_arthritis,1,-3.1888484954833984e-06
3,rheumatoid_arthritis,2,0.0018768310546875
3,rheumatoid_arthritis,3,2.9802322387695312e-08
3,rheumatoid_arthritis,4,4.38690185546875e-05
3,rheumatoid_arthritis,5,0.0
3,rheumatoid_arthritis,6,1.2040138244628906e-05
3,rheumatoid_arthritis,7,0.0002479553222656
3,rheumatoid_arthritis,8,-2.712011337280273e-06
3,rheumatoid_arthritis,9,-1.2218952178955078e-06
3,rheumatoid_arthritis,10,9.775161743164062e-06
3,rheumatoid_arthritis,11,-1.519918441772461e-06
3,rheumatoid_arthritis,12,4.470348358154297e-06
3,rheumatoid_arthritis,13,1.4424324035644531e-05
3,rheumatoid_arthritis,14,6.020069122314453e-06
3,rheumatoid_arthritis,15,2.9802322387695312e-08
3,rheumatoid_arthritis,16,-2.1457672119140625e-06
3,rheumatoid_arthritis,17,-2.712011337280273e-06
3,rheumatoid_arthritis,18,0.001617431640625
3,rheumatoid_arthritis,19,2.813339233398437e-05
3,rheumatoid_arthritis,20,-4.798173904418945e-06
3,rheumatoid_arthritis,21,1.96695327758789e-06
3,rheumatoid_arthritis,22,-8.046627044677734e-07
3,rheumatoid_arthritis,23,-8.046627044677734e-07
3,rheumatoid_arthritis,24,-8.046627044677734e-07
3,rheumatoid_arthritis,25,-1.519918441772461e-06
3,rheumatoid_arthritis,26,0.0
3,rheumatoid_arthritis,27,0.0
3,sarcoidosis,1,
3,sarcoidosis,2,
3,sarcoidosis,3,
3,sarcoidosis,4,
3,sarcoidosis,5,
3,sarcoidosis,6,
3,sarcoidosis,7,
3,sarcoidosis,8,
3,sarcoidosis,9,
3,sarcoidosis,10,
3,sarcoidosis,11,
3,sarcoidosis,12,
3,sarcoidosis,13,
3,sarcoidosis,14,
3,sarcoidosis,15,
3,sarcoidosis,16,
3,sarcoidosis,17,
3,sarcoidosis,18,
3,sarcoidosis,19,
3,sarcoidosis,20,
3,sarcoidosis,21,
3,sarcoidosis,22,
3,sarcoidosis,23,
3,sarcoidosis,24,
3,sarcoidosis,25,
3,sarcoidosis,26,
3,sarcoidosis,27,
4,asthma,1,0.0
4,asthma,2,1.0
4,asthma,3,-0.0017471313476562
4,asthma,4,0.01104736328125
4,asthma,5,0.0035247802734375
4,asthma,6,0.05615234375
4,asthma,7,0.1884765625
4,asthma,8,0.0052490234375
4,asthma,9,-0.0014724731445312
4,asthma,10,0.01007080078125
4,asthma,11,0.0019683837890625
4,asthma,12,0.02734375
4,asthma,13,0.020263671875
4,asthma,14,0.0067138671875
4,asthma,15,0.0184326171875
4,asthma,16,0.0001840591430664
4,asthma,17,0.02734375
4,asthma,18,0.8046875
4,asthma,19,0.5859375
4,asthma,20,-0.00567626953125
4,asthma,21,0.0390625
4,asthma,22,9.202957153320312e-05
4,asthma,23,9.202957153320312e-05
4,asthma,24,0.0
4,asthma,25,9.202957153320312e-05
4,asthma,26,0.0
4,asthma,27,0.0
4,depression,1,-0.0003948211669921
4,depression,2,0.9453125
4,depression,3,-7.62939453125e-05
4,depression,4,0.002166748046875
4,depression,5,0.0001754760742187
4,depression,6,0.0018157958984375
4,depression,7,0.0194091796875
4,depression,8,0.002166748046875
4,depression,9,-0.0003299713134765
4,depression,10,0.0052490234375
4,depression,11,0.000701904296875
4,depression,12,0.00396728515625
4,depression,13,0.0012969970703125
4,depression,14,0.0008773803710937
4,depression,15,0.0004043579101562
4,depression,16,-0.0001373291015625
4,depression,17,0.0001792907714843
4,depression,18,0.55859375
4,depression,19,0.046630859375
4,depression,20,-0.0005989074707031
4,depression,21,0.0018463134765625
4,depression,22,-7.2479248046875e-05
4,depression,23,8.392333984375e-05
4,depression,24,8.392333984375e-05
4,depression,25,0.0
4,depression,26,0.0
4,depression,27,0.0
4,multiple_sclerosis,1,-5.245208740234375e-06
4,multiple_sclerosis,2,0.0001215934753417
4,multiple_sclerosis,3,0.0166015625
4,multiple_sclerosis,4,6.818771362304688e-05
4,multiple_sclerosis,5,2.86102294921875e-05
4,multiple_sclerosis,6,0.0009765625
4,multiple_sclerosis,7,0.11767578125
4,multiple_sclerosis,8,4.911422729492188e-05
4,multiple_sclerosis,9,-6.556510925292969e-06
4,multiple_sclerosis,10,2.312660217285156e-05
4,multiple_sclerosis,11,-5.245208740234375e-06
4,multiple_sclerosis,12,7.62939453125e-06
4,multiple_sclerosis,13,0.000244140625
4,multiple_sclerosis,14,1.4543533325195312e-05
4,multiple_sclerosis,15,1.8596649169921875e-05
4,multiple_sclerosis,16,2.264976501464844e-06
4,multiple_sclerosis,17,-1.2993812561035156e-05
4,multiple_sclerosis,18,0.020263671875
4,multiple_sclerosis,19,0.0008926391601562
4,multiple_sclerosis,20,-1.513957977294922e-05
4,multiple_sclerosis,21,0.0003166198730468
4,multiple_sclerosis,22,0.0
4,multiple_sclerosis,23,2.264976501464844e-06
4,multiple_sclerosis,24,0.0
4,multiple_sclerosis,25,0.0
4,multiple_sclerosis,26,0.0
4,multiple_sclerosis,27,0.0
4,rheumatoid_arthritis,1,-1.0728836059570312e-05
4,rheumatoid_arthritis,2,0.03076171875
4,rheumatoid_arthritis,3,3.552436828613281e-05
4,rheumatoid_arthritis,4,0.0001850128173828
4,rheumatoid_arthritis,5,9.298324584960938e-06
4,rheumatoid_arthritis,6,5.650520324707031e-05
4,rheumatoid_arthritis,7,0.0005912780761718
4,rheumatoid_arthritis,8,1.5020370483398438e-05
4,rheumatoid_arthritis,9,-1.5974044799804688e-05
4,rheumatoid_arthritis,10,6.580352783203125e-05
4,rheumatoid_arthritis,11,-3.814697265625e-06
4,rheumatoid_arthritis,12,3.838539123535156e-05
4,rheumatoid_arthritis,13,8.678436279296875e-05
4,rheumatoid_arthritis,14,4.76837158203125e-06
4,rheumatoid_arthritis,15,1.0251998901367188e-05
4,rheumatoid_arthritis,16,9.775161743164062e-06
4,rheumatoid_arthritis,17,-1.0728836059570312e-05
4,rheumatoid_arthritis,18,0.002227783203125
4,rheumatoid_arthritis,19,0.0002498626708984
4,rheumatoid_arthritis,20,-3.0994415283203125e-05
4,rheumatoid_arthritis,21,5.745887756347656e-05
4,rheumatoid_arthritis,22,-4.0531158447265625e-06
4,rheumatoid_arthritis,23,-4.0531158447265625e-06
4,rheumatoid_arthritis,24,4.529953002929688e-06
4,rheumatoid_arthritis,25,0.0
4,rheumatoid_arthritis,26,4.529953002929688e-06
4,rheumatoid_arthritis,27,0.0
4,sarcoidosis,1,
4,sarcoidosis,2,
4,sarcoidosis,3,
4,sarcoidosis,4,
4,sarcoidosis,5,
4,sarcoidosis,6,
4,sarcoidosis,7,
4,sarcoidosis,8,
4,sarcoidosis,9,
4,sarcoidosis,10,
4,sarcoidosis,11,
4,sarcoidosis,12,
4,sarcoidosis,13,
4,sarcoidosis,14,
4,sarcoidosis,15,
4,sarcoidosis,16,
4,sarcoidosis,17,
4,sarcoidosis,18,
4,sarcoidosis,19,
4,sarcoidosis,20,
4,sarcoidosis,21,
4,sarcoidosis,22,
4,sarcoidosis,23,
4,sarcoidosis,24,
4,sarcoidosis,25,
4,sarcoidosis,26,
4,sarcoidosis,27,
5,asthma,1,0.0062255859375
5,asthma,2,1.0
5,asthma,3,-0.0021514892578125
5,asthma,4,0.044189453125
5,asthma,5,0.0062255859375
5,asthma,6,0.15625
5,asthma,7,0.37109375
5,asthma,8,0.019775390625
5,asthma,9,-0.007293701171875
5,asthma,10,0.05810546875
5,asthma,11,0.004364013671875
5,asthma,12,0.076171875
5,asthma,13,0.044189453125
5,asthma,14,0.01336669921875
5,asthma,15,0.05078125
5,asthma,16,0.004364013671875
5,asthma,17,0.0234375
5,asthma,18,0.9921875
5,asthma,19,0.796875
5,asthma,20,-0.00970458984375
5,asthma,21,0.06640625
5,asthma,22,-0.0021514892578125
5,asthma,23,0.0
5,asthma,24,-0.0011672973632812
5,asthma,25,-0.0011672973632812
5,asthma,26,-0.0011672973632812
5,asthma,27,0.0
5,depression,1,-0.0001211166381835
5,depression,2,1.0
5,depression,3,-0.0001382827758789
5,depression,4,-5.817413330078125e-05
5,depression,5,3.4332275390625e-05
5,depression,6,0.0
5,depression,7,0.022705078125
5,depression,8,0.0002918243408203
5,depression,9,-8.20159912109375e-05
5,depression,10,0.001922607421875
5,depression,11,0.0001182556152343
5,depression,12,0.0004482269287109
5,depression,13,0.0007705688476562
5,depression,14,3.4332275390625e-05
5,depression,15,0.0005416870117187
5,depression,16,-3.0517578125e-05
5,depression,17,-5.817413330078125e-05
5,depression,18,0.53125
5,depression,19,0.03271484375
5,depression,20,-0.0002336502075195
5,depression,21,0.0012435913085937
5,depression,22,0.0
5,depression,23,3.4332275390625e-05
5,depression,24,0.0
5,depression,25,0.0
5,depression,26,0.0
5,depression,27,0.0
5,multiple_sclerosis,1,7.62939453125e-06
5,multiple_sclerosis,2,0.0014419555664062
5,multiple_sclerosis,3,0.00750732421875
5,multiple_sclerosis,4,0.0002031326293945
5,multiple_sclerosis,5,1.6689300537109375e-05
5,multiple_sclerosis,6,0.0021209716796875
5,multiple_sclerosis,7,0.26953125
5,multiple_sclerosis,8,0.0002031326293945
5,multiple_sclerosis,9,0.0
5,multiple_sclerosis,10,0.0001001358032226
5,multiple_sclerosis,11,-2.288818359375e-05
5,multiple_sclerosis,12,0.0001001358032226
5,multiple_sclerosis,13,0.0008544921875
5,multiple_sclerosis,14,7.62939453125e-06
5,multiple_sclerosis,15,0.0001449584960937
5,multiple_sclerosis,16,-2.288818359375e-05
5,multiple_sclerosis,17,-5.125999450683594e-05
5,multiple_sclerosis,18,0.1640625
5,multiple_sclerosis,19,0.005859375
5,multiple_sclerosis,20,-5.030632019042969e-05
5,multiple_sclerosis,21,0.0008544921875
5,multiple_sclerosis,22,-6.67572021484375e-06
5,multiple_sclerosis,23,0.0
5,multiple_sclerosis,24,0.0
5,multiple_sclerosis,25,0.0
5,multiple_sclerosis,26,0.0
5,multiple_sclerosis,27,0.0
5,rheumatoid_arthritis,1,-8.940696716308594e-07
5,rheumatoid_arthritis,2,0.00592041015625
5,rheumatoid_arthritis,3,5.125999450683594e-06
5,rheumatoid_arthritis,4,2.7418136596679688e-05
5,rheumatoid_arthritis,5,-8.940696716308594e-07
5,rheumatoid_arthritis,6,8.821487426757812e-06
5,rheumatoid_arthritis,7,7.724761962890625e-05
5,rheumatoid_arthritis,8,8.821487426757812e-06
5,rheumatoid_arthritis,9,-3.069639205932617e-06
5,rheumatoid_arthritis,10,5.793571472167969e-05
5,rheumatoid_arthritis,11,-8.940696716308594e-07
5,rheumatoid_arthritis,12,6.854534149169922e-06
5,rheumatoid_arthritis,13,2.7418136596679688e-05
5,rheumatoid_arthritis,14,-8.940696716308594e-07
5,rheumatoid_arthritis,15,3.635883331298828e-06
5,rheumatoid_arthritis,16,-8.940696716308594e-07
5,rheumatoid_arthritis,17,-2.443790435791016e-06
5,rheumatoid_arthritis,18,0.0007972717285156
5,rheumatoid_arthritis,19,5.793571472167969e-05
5,rheumatoid_arthritis,20,-4.947185516357422e-06
5,rheumatoid_arthritis,21,1.9669532775878903e-05
5,rheumatoid_arthritis,22,0.0
5,rheumatoid_arthritis,23,0.0
5,rheumatoid_arthritis,24,0.0
5,rheumatoid_arthritis,25,0.0
5,rheumatoid_arthritis,26,0.0
5,rheumatoid_arthritis,27,0.0
5,sarcoidosis,1,-0.0001564025878906
5,sarcoidosis,2,0.0120849609375
5,sarcoidosis,3,9.5367431640625e-05
5,sarcoidosis,4,0.0003738403320312
5,sarcoidosis,5,0.0003738403320312
5,sarcoidosis,6,0.0024566650390625
5,sarcoidosis,7,0.00634765625
5,sarcoidosis,8,0.0018463134765625
5,sarcoidosis,9,-0.0001564025878906
5,sarcoidosis,10,0.0011672973632812
5,sarcoidosis,11,-0.0001325607299804
5,sarcoidosis,12,0.000152587890625
5,sarcoidosis,13,0.0011672973632812
5,sarcoidosis,14,9.5367431640625e-05
5,sarcoidosis,15,0.0002174377441406
5,sarcoidosis,16,4.38690185546875e-05
5,sarcoidosis,17,-4.00543212890625e-05
5,sarcoidosis,18,0.047119140625
5,sarcoidosis,19,0.005584716796875
5,sarcoidosis,20,-0.0002613067626953
5,sarcoidosis,21,0.0018463134765625
5,sarcoidosis,22,-4.00543212890625e-05
5,sarcoidosis,23,0.0
5,sarcoidosis,24,0.0
5,sarcoidosis,25,0.0
5,sarcoidosis,26,0.0
5,sarcoidosis,27,0.0
6,asthma,1,0.0703125
6,asthma,2,1.0
6,asthma,3,0.09716796875
6,asthma,4,0.439453125
6,asthma,5,0.022216796875
6,asthma,6,0.70703125
6,asthma,7,0.91015625
6,asthma,8,0.365234375
6,asthma,9,-0.1396484375
6,asthma,10,0.2197265625
6,asthma,11,0.045654296875
6,asthma,12,0.546875
6,asthma,13,0.40234375
6,asthma,14,0.25390625
6,asthma,15,0.1865234375
6,asthma,16,0.022216796875
6,asthma,17,0.326171875
6,asthma,18,1.0
6,asthma,19,0.9609375
6,asthma,20,-0.1953125
6,asthma,21,0.4765625
6,asthma,22,-0.037353515625
6,asthma,23,0.0
6,asthma,24,0.0
6,asthma,25,0.0
6,asthma,26,0.0
6,asthma,27,0.0
6,depression,1,-0.0004806518554687
6,depression,2,0.98828125
6,depression,3,-0.0003585815429687
6,depression,4,-0.0008277893066406
6,depression,5,-0.0002021789550781
6,depression,6,0.0026702880859375
6,depression,7,0.2216796875
6,depression,8,-0.0003585815429687
6,depression,9,0.0001182556152343
6,depression,10,0.0087890625
6,depression,11,0.001007080078125
6,depression,12,0.003692626953125
6,depression,13,0.003692626953125
6,depression,14,0.0026702880859375
6,depression,15,0.0002555847167968
6,depression,16,-0.0002021789550781
6,depression,17,-0.0004806518554687
6,depression,18,0.5625
6,depression,19,0.083984375
6,depression,20,-0.0008811950683593
6,depression,21,0.00665283203125
6,depression,22,0.0
6,depression,23,0.0
6,depression,24,0.0
6,depression,25,0.0
6,depression,26,0.0
6,depression,27,0.0
6,multiple_sclerosis,1,5.245208740234375e-06
6,multiple_sclerosis,2,6.866455078125e-05
6,multiple_sclerosis,3,0.02294921875
6,multiple_sclerosis,4,0.0001392364501953
6,multiple_sclerosis,5,2.574920654296875e-05
6,multiple_sclerosis,6,0.000762939453125
6,multiple_sclerosis,7,0.0419921875
6,multiple_sclerosis,8,5.245208740234375e-06
6,multiple_sclerosis,9,1.1444091796875e-05
6,multiple_sclerosis,10,0.0002212524414062
6,multiple_sclerosis,11,-8.821487426757812e-06
6,multiple_sclerosis,12,0.0002555847167968
6,multiple_sclerosis,13,0.0005874633789062
