condition,prompt_id,cot_label,num_tokens,keyword,n_matches,first_idx,first_label,l18_first,last_idx,last_label,l18_last,l18_cond_mean,l18_full_mean
sarcoidosis,11,C_var1,204,oid,3,28,oid_28,0.400390625,127,oid_127,0.0057373046875,0.14725748697916666,0.004560564078536688
sarcoidosis,12,C_var2,207,oid,3,30,oid_30,0.48828125,130,oid_130,0.005615234375,0.19620768229166666,0.006898520649343297
sarcoidosis,13,C_var3,206,oid,3,25,oid_25,0.62890625,128,oid_128,0.004302978515625,0.216400146484375,0.005961263064041878
sarcoidosis,14,C_var4,206,oid,3,29,oid_29,0.431640625,129,oid_129,0.00390625,0.15185546875,0.004710558548714351
sarcoidosis,15,C_var5,203,oid,3,26,oid_26,0.5859375,126,oid_126,0.018798828125,0.2728678385416667,0.015893532137565426
sarcoidosis,16,C_var6,206,oid,3,27,oid_27,0.158203125,130,oid_130,0.00506591796875,0.08795166015625,0.0034678190657236045
sarcoidosis,17,C_var7,209,oid,3,28,oid_28,0.6953125,131,oid_131,0.0166015625,0.2848307291666667,0.010162353515625
sarcoidosis,18,C_var8,206,oid,3,26,oid_26,0.458984375,130,oid_130,0.0020904541015625,0.15515645345052084,0.0033897473974135316
sarcoidosis,19,C_var9,212,oid,3,31,oid_31,0.421875,134,oid_134,0.020751953125,0.189208984375,0.00902287465221477
sarcoidosis,2,A_var2,207,oid,2,30,oid_30,0.1748046875,69,oid_69,0.030029296875,0.1024169921875,0.0035439827591900665
sarcoidosis,20,C_var10,206,oid,3,27,oid_27,0.453125,129,oid_129,0.0033721923828125,0.17031351725260416,0.00397519231999962
sarcoidosis,3,A_var3,205,oid,4,25,oid_25,0.48828125,148,oid_148,0.008056640625,0.14064788818359375,0.0049323849561737805
sarcoidosis,4,A_var4,215,oid,3,29,oid_29,0.263671875,137,oid_137,0.0081787109375,0.10648600260416667,0.004670738619427349
sarcoidosis,5,A_var5,210,oid,3,26,oid_26,0.427734375,137,oid_137,0.009033203125,0.17293294270833334,0.007088833763485863
sarcoidosis,6,A_var6,205,oid,2,27,oid_27,0.142578125,67,oid_67,0.08251953125,0.112548828125,0.00925289247094131
sarcoidosis,7,A_var7,212,oid,3,28,oid_28,0.2392578125,138,oid_138,0.01007080078125,0.09218343098958333,0.0037567930401496167
sarcoidosis,8,A_var8,211,oid,3,26,oid_26,0.369140625,131,oid_131,0.01324462890625,0.14666748046875,0.004546866032749556
sarcoidosis,9,A_var9,214,oid,3,31,oid_31,0.310546875,137,oid_137,0.01068115234375,0.15232340494791666,0.005242499235634492
