layer,0:<|endoftext|,1:<,2:|,3:user,4:|>,"5:
",6:Pro,7:du,8:ce,9: a,10: discharge,11:-,12:brief,13: style,14: summary,15: for,16: depression,"17:,",18: limited,19: to,20: demographic,21: and,22: prior,23: medical,24: history,25:.,26: Start,27: with,28::,"29: """,30:Gender,31::,"32: ""","33:
",34:<,35:|,36:ass,37:istant,38:|>,"39:
",40:Gender,41::
L11,0.057958,0.029399,0.064973,0.064973,0.071938,0.029399,-0.007487,-0.030290,-0.049697,0.057958,0.151944,-0.152823,-0.093768,-0.122860,-0.707659,-0.192716,0.818902,-0.110288,0.036616,-0.030290,-0.262957,-0.165945,0.050895,0.064973,0.029399,-0.534380,0.112741,0.327764,0.139046,0.099324,0.736683,-0.085610,-0.192716,-0.484722,-0.114461,0.085725,-0.030290,-0.089681,-0.420236,0.000000,-0.045786,0.294986
L12,-0.030290,-0.065499,0.099324,-0.030290,-0.057567,-0.101994,0.064973,-0.007487,0.029399,-0.038008,0.014808,-0.049697,-0.466719,0.364694,-0.466719,-0.148487,-0.243738,-0.317796,0.036616,0.064973,0.343758,-0.534380,-0.106133,0.000000,-0.349026,-0.077517,0.071938,0.278186,0.195819,-0.030290,0.092548,0.289417,-0.131330,-0.077517,0.078855,0.036616,0.007431,0.007431,-0.022631,-0.215586,0.119382,0.092548
L13,0.064973,0.007431,-0.053625,0.022130,-0.045786,-0.022631,0.022130,0.007431,0.036616,-0.007487,-0.030290,-0.022631,-0.073495,-0.073495,-0.097873,-0.197248,0.189668,-0.540764,0.014808,0.231953,-0.472684,0.085725,0.000000,-0.015030,-0.161552,0.266826,0.085725,0.036616,0.050895,-0.065499,0.243713,-0.349026,0.092548,-0.053625,0.177251,0.007431,-0.030290,-0.007487,-0.174789,-0.573311,-0.220223,0.522487
L14,0.050895,0.106055,0.036616,0.050895,0.071938,-0.234266,0.057958,0.022130,0.064973,0.022130,-0.061525,0.106055,-0.038008,0.014808,0.036616,-0.065499,-0.065499,-0.431656,0.057958,0.164678,-0.670517,0.043781,0.057958,0.043781,0.294986,-0.397780,-0.007487,0.164678,-0.338508,-0.365015,-1.068221,-0.030290,-0.015030,-0.258118,-0.015030,0.000000,0.050895,-0.038008,-0.170357,0.132535,0.170984,0.208010
L15,-0.007487,0.057958,-0.022631,-0.007487,0.022130,0.064973,0.014808,-0.065499,0.022130,0.078855,-0.007487,0.000000,0.092548,0.014808,-0.065499,0.106055,0.249542,0.151944,0.029399,0.007431,-0.641767,-0.022631,0.057958,0.071938,0.022130,-0.081555,-0.030290,0.036616,0.050895,-0.238991,0.900949,0.272522,-0.085610,0.255337,0.029399,0.007431,0.029399,-0.061525,-0.312685,-0.414574,0.164678,-0.022631
L16,-0.101994,0.092548,0.036616,0.014808,0.078855,-0.007487,0.085725,-0.073495,-0.093768,-0.065499,-0.007487,-0.049697,0.189668,0.189668,0.029399,0.050895,-0.089681,-0.045786,0.029399,0.145516,-1.112605,-0.030290,0.119382,0.092548,0.214049,0.119382,0.043781,0.036616,0.007431,-0.224882,0.050895,-0.148487,0.000000,-0.093768,0.119382,0.007431,0.029399,-0.077517,-0.490796,-0.007487,-0.606953,1.088273
L17,-0.007487,0.000000,0.014808,-0.093768,0.112741,0.125980,-0.007487,0.007431,-0.015030,0.099324,0.043781,-0.022631,-0.007487,0.092548,-0.038008,0.007431,0.170984,0.085725,0.029399,0.057958,-0.700119,0.029399,-0.089681,0.000000,0.170984,0.306032,-0.022631,0.036616,-0.061525,-0.343753,0.764847,-0.197248,-0.179241,-0.359657,-0.370402,0.043781,0.029399,0.145516,-0.170357,-0.648877,0.316957,1.263001
L18,0.145516,0.064973,0.071938,0.078855,-0.089681,0.022130,0.112741,0.014808,0.071938,-0.038008,0.272522,0.261098,-0.015030,0.243713,0.000000,-0.267820,3.352287,0.812303,0.439516,0.007431,1.258773,0.405295,0.099324,0.183479,0.764847,0.965475,0.007431,0.043781,0.106055,0.043781,2.248475,0.139046,0.085725,-0.139872,-0.201801,-0.085610,0.029399,0.000000,-0.206375,0.014808,1.332265,1.304323
L19,0.000000,0.000000,0.078855,0.022130,0.112741,-0.085610,0.064973,0.007431,0.112741,0.022130,0.029399,-0.065499,-0.015030,0.132535,0.099324,-0.258118,-0.343753,-0.238991,0.014808,0.145516,0.151944,-0.030290,0.092548,0.043781,0.022130,0.311509,-0.022631,-0.093768,-0.049697,-0.144170,0.071938,0.255337,0.029399,0.007431,-0.085610,-0.118652,0.043781,-0.022631,-0.277617,0.736683,-0.282552,-0.015030
L20,0.007431,0.064973,-0.053625,0.029399,0.050895,0.007431,0.029399,0.064973,0.014808,0.057958,-0.183712,0.036616,0.064973,0.050895,-0.053625,0.007431,-0.354328,-0.267820,0.036616,0.125980,-0.454894,-0.089681,-0.015030,-0.022631,-0.152823,-0.057567,0.000000,0.106055,0.092548,0.278186,-0.312685,0.195819,0.000000,0.000000,-0.139872,0.036616,0.000000,0.000000,0.112741,0.306032,-0.722910,0.707703
L21,0.036616,-0.007487,-0.022631,0.022130,-0.038008,-0.053625,0.036616,0.000000,0.007431,0.000000,-0.015030,0.029399,-0.022631,-0.038008,0.029399,0.145516,1.296194,0.294986,0.007431,-0.022631,0.743799,0.064973,0.036616,0.007431,-0.030290,0.164678,-0.057567,0.007431,0.029399,0.255337,1.457876,0.125980,-0.144170,-0.333289,0.014808,-0.053625,-0.022631,0.000000,0.071938,0.189668,-0.354328,0.119382
L22,0.014808,0.029399,-0.007487,-0.045786,-0.038008,0.000000,-0.015030,0.029399,0.036616,0.000000,-0.210969,-0.022631,-0.049697,-0.030290,-0.053625,0.029399,-1.183109,-0.365015,-0.089681,0.050895,-0.547189,-0.122860,0.029399,-0.073495,-0.097873,-0.157178,-0.015030,0.057958,-0.053625,-0.127086,-0.179241,0.050895,-0.022631,-0.030290,-0.061525,0.036616,-0.007487,-0.022631,-0.015030,-0.118652,-0.663252,-1.233034
L23,0.036616,-0.045786,0.000000,0.000000,0.029399,0.029399,0.022130,0.092548,-0.057567,-0.007487,-0.022631,-0.007487,0.014808,0.000000,-0.045786,-0.101994,-0.984958,-0.386739,-0.022631,0.014808,-0.077517,-0.007487,-0.015030,-0.053625,0.007431,-0.144170,0.029399,0.029399,-0.022631,-0.030290,-0.627696,0.231953,-0.007487,-0.197248,0.022130,0.000000,0.057958,0.078855,0.132535,-0.057567,-0.663252,-2.494245
L24,0.007431,0.029399,0.007431,0.007431,-0.038008,0.064973,-0.022631,0.000000,-0.030290,-0.007487,0.000000,0.022130,-0.073495,0.000000,0.007431,-0.030290,0.177251,0.007431,0.007431,0.029399,0.014808,-0.015030,-0.022631,-0.030290,0.000000,0.029399,0.007431,0.029399,0.036616,0.183479,0.164678,0.226021,0.139046,0.057958,-0.045786,-0.030290,0.022130,0.064973,-0.234266,-0.030290,-0.188204,3.241984
L25,0.000000,0.007431,-0.053625,0.007431,-0.089681,-0.030290,-0.030290,-0.053625,0.000000,-0.030290,0.007431,0.000000,0.007431,-0.030290,-0.038008,0.000000,0.463263,0.064973,0.000000,0.022130,0.085725,-0.030290,-0.030290,-0.015030,-0.030290,0.029399,-0.030290,-0.030290,0.007431,-0.015030,0.195819,0.201933,0.022130,0.036616,-0.061525,-0.174789,-0.030290,0.007431,-0.641767,0.189668,-0.392244,-1.850571
L26,-0.049697,-0.057567,0.014808,0.000000,-0.089681,-0.015030,-0.030290,-0.030290,-0.022631,-0.015030,-0.038008,-0.057567,-0.057567,-0.022631,-0.030290,-0.022631,-0.248508,-0.030290,0.007431,-0.057567,-0.085610,-0.015030,0.000000,-0.007487,-0.022631,0.007431,-0.057567,-0.015030,0.000000,0.092548,-0.179241,0.119382,-0.045786,-0.007487,-0.030290,-0.030290,-0.015030,0.078855,-0.503056,-0.007487,-0.192716,1.678214
L27,0.000000,0.007431,-0.030290,-0.015030,-0.022631,-0.015030,-0.030290,0.007431,-0.015030,0.000000,-0.030290,-0.030290,-0.022631,0.000000,-0.053625,-0.057567,0.106055,-0.015030,-0.015030,-0.022631,0.000000,0.007431,0.007431,0.000000,-0.038008,0.000000,0.000000,-0.015030,0.000000,0.014808,-0.053625,0.099324,-0.030290,0.000000,-0.030290,-0.045786,-0.030290,0.112741,-0.836727,0.050895,-0.131330,-0.065499
L28,-0.015030,-0.022631,-0.015030,0.000000,-0.045786,-0.015030,-0.015030,-0.015030,-0.015030,-0.030290,-0.022631,-0.015030,-0.015030,0.000000,-0.015030,0.000000,-0.038008,0.014808,-0.015030,0.014808,0.000000,-0.015030,-0.015030,0.000000,-0.030290,-0.007487,0.000000,0.000000,-0.022631,-0.030290,-0.053625,0.085725,0.007431,-0.030290,0.000000,-0.007487,0.000000,0.195819,-1.147236,-0.045786,0.000000,-0.627696
L29,-0.015030,-0.045786,0.000000,0.000000,0.007431,-0.030290,-0.015030,-0.022631,-0.030290,-0.030290,0.000000,0.000000,-0.030290,0.000000,-0.030290,0.000000,0.043781,0.000000,-0.030290,0.000000,0.022130,0.000000,0.000000,-0.015030,0.000000,0.000000,-0.030290,-0.015030,0.000000,0.000000,0.000000,0.029399,0.000000,-0.015030,-0.015030,0.007431,-0.015030,0.029399,-0.509243,0.014808,0.007431,1.915169
L30,0.000000,0.022130,-0.030290,0.000000,-0.022631,-0.030290,0.000000,-0.015030,0.000000,0.000000,-0.030290,-0.030290,-0.030290,0.000000,-0.030290,0.000000,0.000000,-0.030290,-0.030290,0.000000,-0.045786,0.000000,-0.030290,0.000000,-0.030290,-0.030290,0.000000,0.000000,-0.030290,-0.030290,-0.015030,0.014808,-0.030290,-0.015030,-0.015030,-0.030290,0.000000,0.014808,-0.110288,0.000000,0.014808,1.803693
L31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.290598
